imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;isfire
abc040.jpg;23;2;2,837;2,209;0,837;0,462;1,837;0,462;5,837;0,462;3,178;6,975;1;1;0
abc040.jpg;24;2;3,207;2,373;0,902;0,624;2,36;0,518;6,36;0,518;2,695;7,048;1;0,831;0
abc040.jpg;25;3;3,53;2,62;0,806;0,931;2,891;0,549;6,891;0,549;2,384;8,546;1;0,59;0
abc040.jpg;26;3;3,422;2,673;0,554;0,818;2,856;0,461;6,856;0,461;2,401;12,384;1;0,564;0
abc040.jpg;27;7;12,613;12,838;8,859;9,15;10,174;9,674;18,805;16,087;1,848;2,123;1,663;1,758;0
abc040.jpg;28;14;15,066;12,576;10,525;8,503;11,755;9,496;22,918;14,791;1,95;2,178;1,558;1,74;0
abc040.jpg;29;17;17,324;12,614;12,184;9,202;13,854;8,76;25,934;14,26;1,872;2,129;1,628;1,55;0
abc040.jpg;30;2;2,376;2,938;1,947;2,696;1,194;2,571;3,987;2,8;3,34;2,048;1,089;1,039;0
abc040.jpg;31;2;2,575;2,052;1,059;0,83;1,333;0,498;5,333;0,498;4,001;5,035;1;0,599;0
abc040.jpg;32;2;3,283;2,336;1,189;0,804;2,33;0,757;6,33;0,757;2,717;5,324;1;0,942;0
abc040.jpg;33;3;3,919;3,656;1,002;2,072;3,15;1,822;7,605;3,129;2,414;7,593;1,717;1,51;0
abc040.jpg;34;3;3,837;3,162;0,626;1,224;3,406;1,136;7,48;1,853;2,196;11,957;1,631;1,514;0
abc040.jpg;35;3;3,775;2,89;0,454;0,498;3,504;0,617;7,368;0,649;2,103;16,215;1,051;1,304;0
abc040.jpg;36;3;4,269;3,65;0,814;1,607;3,722;1,53;8,27;2,609;2,222;10,155;1,705;1,623;0
abc040.jpg;37;24;26,916;21,527;16,088;9,469;20,538;10,886;44,122;26,983;2,148;2,743;2,479;2,85;0
abc040.jpg;38;27;36,272;19,858;22,27;2,938;26,136;4,05;60,41;16,631;2,311;2,713;4,107;5,66;0
abc040.jpg;39;24;27,952;13,081;19,789;4,791;21,763;4,352;42,304;12,67;1,944;2,138;2,912;2,644;0
abc040.jpg;40;2;3,275;3,082;2,109;2,736;1,888;2,337;5,829;2,396;3,087;2,764;1,025;0,876;0
abc040.jpg;41;3;3,252;2,603;0,739;0,77;2,469;0,903;6,547;1,066;2,652;8,857;1,181;1,385;0
abc040.jpg;42;4;4,786;3,887;1,709;2,352;4,038;2,227;8,61;3,19;2,132;5,038;1,432;1,356;0
abc040.jpg;43;12;12,882;9,502;8,982;8,266;10,938;6,824;18,726;10,14;1,712;2,085;1,486;1,227;0
abc040.jpg;44;18;17,97;9,412;13,781;7,328;15,475;6,856;24,654;9,829;1,593;1,789;1,434;1,341;0
abc040.jpg;45;8;11,018;9,163;6,95;7,304;9,438;6,439;16,666;10,301;1,766;2,398;1,6;1,41;0
abc040.jpg;46;14;14,885;10,202;10,48;8,485;12,57;7,718;21,605;10,523;1,719;2,062;1,363;1,24;0
abc040.jpg;47;30;41,122;31,232;18,854;6,623;29,587;10,634;74,925;31,589;2,532;3,974;2,971;4,77;0
abc040.jpg;48;30;44,751;26,889;22,485;2,469;30,938;3,699;80,832;12,681;2,613;3,595;3,428;5,136;0
abc040.jpg;49;25;34,42;15,882;21,717;1,886;25,282;1,487;56,262;5,385;2,225;2,591;3,62;2,855;0
abc040.jpg;50;3;3,654;3,18;1,96;2,483;2,47;2,383;6,533;2,436;2,644;3,333;1,022;0,981;0
abc040.jpg;51;8;12,203;11,741;7,779;8,745;10,085;8,208;18,746;14,243;1,859;2,41;1,735;1,629;0
abc040.jpg;52;22;22,799;14,387;15,443;8,424;18,285;8,56;34,669;16,165;1,896;2,245;1,889;1,919;0
abc040.jpg;53;24;30,009;21,349;17,803;7,765;22,856;8,905;49,368;25,549;2,16;2,773;2,869;3,29;0
abc040.jpg;54;34;46,004;29,401;21,789;2,639;33,774;7,179;82,45;21,693;2,441;3,784;3,022;8,219;0
abc040.jpg;55;34;46,564;28,903;23,042;3,186;34,058;7,042;82,594;20,942;2,425;3,585;2,974;6,574;0
abc040.jpg;56;34;48,098;31,256;22,243;2,925;34,789;6,535;87,261;22,367;2,508;3,923;3,423;7,647;0
abc040.jpg;57;37;51,879;35,319;18,68;2,367;36,702;3,317;100,256;7,265;2,732;5,367;2,191;3,069;0
abc040.jpg;58;30;44,652;26,584;22,398;2,764;30,16;2,041;81,397;7,271;2,699;3,634;3,562;2,631;0
abc040.jpg;59;27;39,635;22,444;20,915;2,402;27,344;1,993;70,645;6,197;2,584;3,378;3,109;2,58;0
abc040.jpg;60;6;7,887;8,267;4,304;6,295;6,41;6,898;12,947;8,787;2,02;3,008;1,274;1,396;0
abc040.jpg;61;27;37,156;24,881;21,066;6,39;28,328;11,083;62,074;27,125;2,191;2,947;2,447;4,245;0
abc040.jpg;62;29;43,132;29,721;21,347;4,736;32,63;12,147;75,419;29,2;2,311;3,533;2,404;6,165;0
abc040.jpg;63;41;53,724;37,47;20,478;3,785;39,245;8,104;101,45;23,224;2,585;4,954;2,866;6,135;0
abc040.jpg;64;49;66,761;45,979;21,051;5,376;51,995;11,326;127,237;14,846;2,447;6,044;1,311;2,762;0
abc040.jpg;65;48;61,07;44,517;19,506;9,246;47,469;15,254;116,235;25,908;2,449;5,959;1,698;2,802;0
abc040.jpg;66;50;63,213;46,961;20,734;10,347;50,658;18,758;118,246;34,152;2,334;5,703;1,821;3,301;0
abc040.jpg;67;43;56,058;43,473;18,984;8,778;43,242;17,286;105,949;35,581;2,45;5,581;2,058;4,054;0
abc040.jpg;68;20;26,21;28,614;12,821;10,891;17,71;14,266;48,099;37,463;2,716;3,752;2,626;3,44;0
abc040.jpg;69;20;21,796;22,496;12,659;10,133;15,392;12,894;37,338;29,719;2,426;2,949;2,305;2,933;0
abc040.jpg;70;3;6,642;11,54;4,386;8,449;5,237;10,047;10,304;14,376;1,968;2,35;1,431;1,701;0
abc040.jpg;71;37;66,602;65,258;30,432;35,534;61,398;53,12;107,974;75,129;1,759;3,548;1,414;2,114;1
abc040.jpg;72;78;102,058;82,06;58,738;67,276;99,616;75,488;147,819;77,462;1,484;2,517;1,026;1,151;1
abc040.jpg;73;22;50,707;59,054;23,198;37,379;43,706;47,252;85,216;69,538;1,95;3,673;1,472;1,86;1
abc040.jpg;74;42;82,41;84,382;46,854;61,291;80,486;79,06;119,888;93,175;1,49;2,559;1,179;1,52;1
abc040.jpg;75;29;63,793;73,149;34,92;50,39;58,621;65,964;97,837;84,512;1,669;2,802;1,281;1,677;1
abc040.jpg;76;2;12,75;30,883;6,053;12,208;9,918;24,269;22,278;44,494;2,246;3,681;1,833;3,645;0
abc040.jpg;77;1;2,91;6,35;2,122;2,907;1,525;4,356;5,083;9,288;3,334;2,396;2,132;3,195;0
abc040.jpg;78;1;1,154;1,237;1,336;0,889;0,358;0,891;1,768;1,402;4,933;1,323;1,575;1,578;0
abc040.jpg;79;0;0,464;0,828;0,686;1,158;0,317;0,492;0,389;0,631;1,227;0,566;1,282;0,544;0
abc040.jpg;80;0;1,443;2,777;2,28;2,87;0,995;2,617;1,054;2,645;1,059;0,462;1,011;0,922;0
abc040.jpg;81;2;3,164;4,023;1,87;1,938;1,456;2,042;6,165;5,198;4,234;3,296;2,545;2,683;0
abc040.jpg;82;5;6,468;6,859;2,534;3,967;4,92;4,455;11,949;7,593;2,429;4,715;1,704;1,914;0
abc040.jpg;83;1;2,267;2,186;1,067;0,866;0,904;1,009;4,83;1,643;5,343;4,526;1,629;1,897;0
abc040.jpg;84;1;1,874;1,96;1,286;1,11;0,397;0,896;3,939;1,642;9,927;3,062;1,833;1,48;0
abc040.jpg;85;1;1,099;1,29;1,131;1,079;0,552;0,801;1,613;1,619;2,922;1,426;2,022;1,501;0
abc040.jpg;86;0;0,903;1,185;1,837;1,419;0,187;0,39;0,686;0,782;3,667;0,374;2,006;0,551;0
abc040.jpg;87;1;0,916;0,962;1,738;1,112;0,442;0,497;0,57;0,52;1,29;0,328;1,048;0,468;0
abc040.jpg;88;1;0,918;1,024;2,013;0,94;0,32;0,466;0,422;0,494;1,32;0,21;1,059;0,526;0
abc040.jpg;89;0;0,641;0,951;1,718;0,889;0,102;0,303;0,102;0,303;1;0,06;1;0,341;0
abc040.jpg;90;0;1,433;2,772;2,574;2,724;0,862;2,615;0,862;2,615;1;0,335;1;0,96;0
abc040.jpg;91;0;0,826;1,14;0,909;0,704;0,246;0,46;1,322;1,613;5,364;1,454;3,509;2,291;0
abc040.jpg;92;1;1,493;1,497;1,09;0,317;0,099;0,299;3,29;1,097;33,161;3,019;3,671;3,457;0
abc040.jpg;93;1;1,084;1,009;0,987;0,299;0,038;0,192;2,227;0,72;58;2,256;3,745;2,407;0
abc040.jpg;94;1;0,771;0,787;0,69;0,539;0,141;0,348;1,482;0,733;10,523;2,148;2,108;1,36;0
abc040.jpg;95;1;0,939;0,353;0,939;0,276;0,867;0,367;1,011;0,39;1,166;1,077;1,063;1,411;0
abc040.jpg;96;1;0,866;0,847;1,346;1,156;0,626;0,484;0,626;0,484;1;0,465;1;0,419;0
abc040.jpg;97;0;0,458;0,528;0,49;0,585;0,442;0,497;0,442;0,497;1;0,902;1;0,848;0
abc040.jpg;98;0;0,526;0,594;0,579;0,633;0,499;0,572;0,499;0,572;1;0,862;1;0,903;0
abc040.jpg;99;0;0,595;0,914;1,715;0,745;0,035;0,184;0,035;0,184;1;0,021;1;0,247;0
abc057.jpg;0;123;132,084;40,085;141,872;38,168;134,85;39,228;119,531;39,543;0,886;0,843;1,008;1,036;0
abc057.jpg;1;127;128,046;23,799;146,194;16,179;129,747;18,003;108,198;19,676;0,834;0,74;1,093;1,216;0
abc057.jpg;2;158;157,761;26,878;179,686;19,705;160,022;18,794;133,573;18,838;0,835;0,743;1,002;0,956;0
abc057.jpg;3;182;179,094;20,452;201,978;5,521;181,211;6,073;154,094;5,865;0,85;0,763;0,966;1,062;0
abc057.jpg;4;165;165,561;19,64;188,237;6,281;166,117;6,052;142,328;5,176;0,857;0,756;0,855;0,824;0
abc057.jpg;5;149;146,989;19,243;168,622;5,841;148,534;5,017;123,81;6,624;0,834;0,734;1,32;1,134;0
abc057.jpg;6;161;159,043;18,246;178,461;8,991;159,381;7,919;139,288;9,371;0,874;0,78;1,183;1,042;0
abc057.jpg;7;152;149,552;25,187;163,942;22,36;151,053;21,679;133,661;21,71;0,885;0,815;1,001;0,971;0
abc057.jpg;8;144;140,968;30,782;158,003;26,164;142,851;27,118;122,05;27,768;0,854;0,772;1,024;1,061;0
abc057.jpg;9;152;149,163;19,879;168,314;10,613;152,072;10,119;127,102;10,424;0,836;0,755;1,03;0,982;0
abc057.jpg;10;92;93,5;19,031;106,37;17,979;94,931;14,527;79,2;13,419;0,834;0,745;0,924;0,746;0
abc057.jpg;11;153;153,811;29,008;176,594;21,958;155,331;21,932;129,507;21,193;0,834;0,733;0,966;0,965;0
abc057.jpg;12;185;180,893;19,918;202,874;5,065;183,424;6,127;156,381;6,045;0,853;0,771;0,987;1,193;0
abc057.jpg;13;187;182,397;19,721;203,806;7,34;184,122;7,721;159,264;7,534;0,865;0,781;0,976;1,026;0
abc057.jpg;14;164;163,625;17,933;184,8;4,711;163,602;5,039;142,472;4,619;0,871;0,771;0,917;0,98;0
abc057.jpg;15;156;155,394;19,326;176,528;6,943;157,155;6,57;132,498;7,421;0,843;0,751;1,13;1,069;0
abc057.jpg;16;159;158,51;17,527;177,296;7,27;159,03;7,795;139,203;9,057;0,875;0,785;1,162;1,246;0
abc057.jpg;17;148;145,681;22,393;161,917;17,167;147,381;17,471;127,746;17,781;0,867;0,789;1,018;1,036;0
abc057.jpg;18;130;129,784;25,437;149,84;18,014;131,325;19,041;108,187;19,571;0,824;0,722;1,028;1,086;0
abc057.jpg;19;148;145,717;21,195;160,21;17,239;148,349;16,588;128,594;16,285;0,867;0,803;0,982;0,945;0
abc057.jpg;20;134;131,943;22,862;155,594;12,271;133,19;11,592;107,045;10,109;0,804;0,688;0,872;0,824;0
abc057.jpg;21;162;159,888;21,627;184,344;7;160,802;7,518;134,518;7,427;0,837;0,73;0,988;1,061;0
abc057.jpg;22;184;181,996;19,797;203,619;6,901;183,595;7,254;158,773;8,133;0,865;0,78;1,121;1,179;0
abc057.jpg;23;170;169,278;20,572;190,526;10,73;170,221;10,34;147,086;10,132;0,864;0,772;0,98;0,944;0
abc057.jpg;24;180;179,393;20,979;200,619;9,592;180,72;11,062;156,838;12,041;0,868;0,782;1,088;1,255;0
abc057.jpg;25;166;166,454;16,978;183,315;9,455;167,384;9,494;148,662;9,141;0,888;0,811;0,963;0,967;0
abc057.jpg;26;152;150,968;16,931;168,496;8,088;151,648;8,483;132,76;9,13;0,875;0,788;1,076;1,129;0
abc057.jpg;27;125;123,674;26,256;139,939;23,815;123,906;22,976;107,176;20,887;0,865;0,766;0,909;0,877;0
abc057.jpg;28;132;131,113;22,454;147,883;14,74;133,291;17,878;112,165;18,182;0,842;0,758;1,017;1,233;0
abc057.jpg;29;117;114,999;38,898;124,944;39,014;116,842;38,598;103,213;35,861;0,883;0,826;0,929;0,919;0
abc057.jpg;30;149;148,603;22,851;171,899;12,088;150,256;11,242;123,654;11,229;0,823;0,719;0,999;0,929;0
abc057.jpg;31;177;175,563;22,986;198,571;12,835;177,072;12,209;151,045;11,769;0,853;0,761;0,964;0,917;0
abc057.jpg;32;179;175,764;25,848;196,486;20,404;177,622;19,021;153,184;16,84;0,862;0,78;0,885;0,825;0
abc057.jpg;33;151;127,887;60,096;139,456;65,501;129,134;58,484;115,072;53,142;0,891;0,825;0,909;0,811;0
abc057.jpg;34;173;171,402;26,455;185,277;26,739;172,92;23,48;156,01;20,038;0,902;0,842;0,853;0,749;0
abc057.jpg;35;138;136,852;23,536;147,6;23,691;138,032;21,684;124,925;19,268;0,905;0,846;0,889;0,813;0
abc057.jpg;36;139;139,993;20,283;147,952;23,182;138,898;17,766;133,13;16,418;0,958;0,9;0,924;0,708;1
abc057.jpg;37;96;96,571;24,662;103,582;22,184;94,757;21,288;91,374;28,282;0,964;0,882;1,329;1,275;1
abc057.jpg;38;132;130,958;29,339;141,88;27,033;132,822;28,32;118,171;27,628;0,89;0,833;0,976;1,022;0
abc057.jpg;39;81;84,059;29,303;85,296;30,407;84,912;29,46;81,968;27,872;0,965;0,961;0,946;0,917;0
abc057.jpg;40;168;167,498;19,255;187,4;8,942;167,824;10,405;147,27;10,891;0,878;0,786;1,047;1,218;0
abc057.jpg;41;178;174,51;24,087;194,203;17,99;175,291;17,614;154,035;17,29;0,879;0,793;0,982;0,961;0
abc057.jpg;42;155;134,706;62,491;145,526;67,683;136,208;60,934;122,384;56,127;0,899;0,841;0,921;0,829;0
abc057.jpg;43;49;62,548;41,66;63,373;43,333;63,854;41,666;60,416;39,825;0,946;0,953;0,956;0,919;0
abc057.jpg;44;76;88,039;32,609;88,968;34,326;88,395;32,897;86,755;30,445;0,981;0,975;0,925;0,887;0
abc057.jpg;45;116;119,519;47,367;91,194;36,069;109,898;25,504;157,467;49,441;1,433;1,727;1,939;1,371;1
abc057.jpg;46;114;115,556;24,837;127,522;19,627;114,893;19,376;104,254;28,612;0,907;0,818;1,477;1,458;0
abc057.jpg;47;123;119,563;35,608;137,629;32,624;121,406;32,116;99,653;31,335;0,821;0,724;0,976;0,96;0
abc057.jpg;48;127;124,291;29,831;134,405;28,856;126,707;28,708;111,76;27,345;0,882;0,832;0,953;0,948;0
abc057.jpg;49;73;72,546;29,785;80,699;30,563;72,088;29,111;64,85;27,457;0,9;0,804;0,943;0,898;0
abc057.jpg;50;178;175,433;18,685;193,63;10,525;176,515;10,532;156,152;11,028;0,885;0,806;1,047;1,048;0
abc057.jpg;51;185;184,739;15,616;201,478;5,366;185,758;6,858;166,979;7,684;0,899;0,829;1,12;1,432;0
abc057.jpg;52;97;112,286;70,154;115,067;74,555;114,096;70,191;107,694;65,172;0,944;0,936;0,928;0,874;0
abc057.jpg;53;43;46,37;20,07;41,83;17,726;46,925;18,358;50,354;22,812;1,073;1,204;1,243;1,287;0
abc057.jpg;54;63;74,505;37,141;65,382;28,592;72,043;30,661;86,088;46,447;1,195;1,317;1,515;1,624;0
abc057.jpg;55;80;85,387;37,757;79,61;33,812;81,338;27,818;95,214;47,047;1,171;1,196;1,691;1,391;0
abc057.jpg;56;98;100,516;30,978;110,79;31,248;101,31;30,418;89,446;27,357;0,883;0,807;0,899;0,875;0
abc057.jpg;57;130;124,497;41,512;134,216;41,601;126,464;40,804;112,81;39,232;0,892;0,841;0,961;0,943;0
abc057.jpg;58;89;91,297;32,898;104,984;31,845;91,28;31,569;77,626;29,357;0,85;0,739;0,93;0,922;0
abc057.jpg;59;76;77,405;28,406;88,544;28,587;76,819;27,004;66,851;25,269;0,87;0,755;0,936;0,884;0
abc057.jpg;60;181;177,526;14,781;192,526;6,206;179,891;6,255;160,16;6,75;0,89;0,832;1,079;1,088;0
abc057.jpg;61;184;170,426;38,489;178,038;41,356;172,266;38,054;160,973;33,692;0,934;0,904;0,885;0,815;0
abc057.jpg;62;50;84,925;65,133;81,542;70,061;85,816;65,25;87,416;59,518;1,019;1,072;0,912;0,85;0
abc057.jpg;63;52;64,523;40,53;42,83;21,374;58,475;27,037;92,262;49,633;1,578;2,154;1,836;2,322;1
abc057.jpg;64;51;57,172;20,156;58,406;22,007;55,826;18,771;57,283;19,463;1,026;0,981;1,037;0,884;0
abc057.jpg;65;84;86,305;28,288;97,49;29,095;85,509;26,836;75,917;24,5;0,888;0,779;0,913;0,842;0
abc057.jpg;66;113;111,178;34,511;127,765;31,067;112,322;31,629;93,446;31,884;0,832;0,731;1,008;1,026;0
abc057.jpg;67;117;111,136;47,345;117,349;48,359;110,05;46,454;106,01;46,498;0,963;0,903;1,001;0,962;0
abc057.jpg;68;81;80,019;27,526;91,667;28,154;79,101;25,696;69,29;23,844;0,876;0,756;0,928;0,847;0
abc057.jpg;69;74;76,655;40,418;87,722;45,096;76,454;38,804;65,789;33,479;0,86;0,75;0,863;0,742;0
abc057.jpg;70;131;131,138;31,268;139,986;33,677;132,682;30,694;120,746;25,847;0,91;0,863;0,842;0,767;0
abc057.jpg;71;90;95,632;35,137;86,773;39,697;96,248;33,934;103,875;28,805;1,079;1,197;0,849;0,726;0
abc057.jpg;72;61;68,671;33,293;46,822;16,514;64,987;22,003;94,203;37,757;1,45;2,012;1,716;2,286;1
abc057.jpg;73;72;96,627;61,195;51,256;21,391;86,474;36,428;152,15;64,849;1,76;2,968;1,78;3,032;1
abc057.jpg;74;89;90,734;22,164;103,61;23,685;89,659;19,43;78,934;15,137;0,88;0,762;0,779;0,639;0
abc057.jpg;75;115;115,722;34,685;130,877;32,41;116,427;32,625;99,861;31,823;0,858;0,763;0,975;0,982;0
abc057.jpg;76;96;96,916;34,158;111,21;32,219;95,941;32,176;83,598;32,316;0,871;0,752;1,004;1,003;0
abc057.jpg;77;101;105,125;43,597;102,155;39,317;101,203;42,326;112,018;47,887;1,107;1,097;1,131;1,218;0
abc057.jpg;78;97;90,314;45,926;98,723;49,971;89,525;44,793;82,693;41,165;0,924;0,838;0,919;0,824;0
abc057.jpg;79;25;31,516;22,824;30,267;23,919;32,376;22,785;31,904;21,659;0,985;1,054;0,951;0,906;0
abc057.jpg;80;77;78,02;17,105;64,91;13,65;77,747;10,293;91,402;15,314;1,176;1,408;1,488;1,122;0
abc057.jpg;81;82;83,315;29,012;53,981;14,598;82,818;15,774;113,147;17,678;1,366;2,096;1,121;1,211;0
abc057.jpg;82;66;78,457;46,764;46,915;24,662;69,602;30,21;118,853;48,318;1,708;2,533;1,599;1,959;1
abc057.jpg;83;74;80,645;30,32;80,885;32,688;79,014;27,914;82,037;30,093;1,038;1,014;1,078;0,921;0
abc057.jpg;84;114;114,006;29,909;130,992;27,281;114,05;26,659;96,978;25,499;0,85;0,74;0,957;0,935;0
abc057.jpg;85;93;93,974;29,3;96,48;30,262;90,589;24,858;94,853;31,988;1,047;0,983;1,287;1,057;0
abc057.jpg;86;80;78,524;32,023;86,285;34,062;77,928;30,562;71,36;29,5;0,916;0,827;0,965;0,866;0
abc057.jpg;87;54;65,734;42,993;64,92;43,631;64,997;42,887;67,285;42,411;1,035;1,036;0,989;0,972;0
abc057.jpg;88;36;37,948;18,096;36,062;18,59;38,68;17,969;39,102;17,563;1,011;1,084;0,977;0,945;0
abc057.jpg;89;35;37,174;19,943;33,864;19,19;38,178;19,858;39,482;20,33;1,034;1,166;1,024;1,059;0
abc057.jpg;90;75;76,117;26,301;51,686;15,87;75,046;16,345;101,619;17,548;1,354;1,966;1,074;1,106;0
abc057.jpg;91;68;71,153;27,235;49,822;17,116;70,755;20,764;92,882;23,954;1,313;1,864;1,154;1,399;0
abc057.jpg;92;64;71,165;34,379;54,64;27,906;66,405;26,32;92,45;36,407;1,392;1,692;1,383;1,305;1
abc057.jpg;93;109;109,355;30,981;122,79;32,534;108,366;29,619;96,907;24,642;0,894;0,789;0,832;0,757;0
abc057.jpg;94;117;112,898;50,852;111,576;50,053;111,595;48,198;115,522;54,028;1,035;1,035;1,121;1,079;0
abc057.jpg;95;59;63,714;32,873;56,826;29,977;63,23;30,628;71,086;36,1;1,124;1,251;1,179;1,204;0
abc057.jpg;96;58;60,102;29,605;47,898;25,999;61,013;27,702;71,397;30,144;1,17;1,491;1,088;1,159;0
abc057.jpg;97;56;60,658;35,53;45,757;29,617;61,565;33,702;74,651;36,817;1,213;1,631;1,092;1,243;0
abc057.jpg;98;71;73,962;34,449;58,342;29,022;76,392;32,897;87,15;34,812;1,141;1,494;1,058;1,2;0
abc057.jpg;99;75;79,429;38,746;58,941;32,711;82,904;35,588;96,442;38,025;1,163;1,636;1,068;1,162;0
abc116.jpg;0;34;49,749;26,807;86,658;8,78;31,005;3,85;31,584;4,507;1,019;0,364;1,171;0,513;0
abc116.jpg;1;48;69,415;35,885;119,013;11,366;42,995;4,362;46,238;4,463;1,075;0,389;1,023;0,393;0
abc116.jpg;2;62;87,719;42,544;147,334;3,75;54,619;5,797;61,205;5,443;1,121;0,415;0,939;1,452;0
abc116.jpg;3;73;95,65;40,239;151,667;2,795;64,264;7,586;71,018;7,904;1,105;0,468;1,042;2,828;0
abc116.jpg;4;89;103,996;35,821;151,957;2,647;75,771;11,492;84,261;14,969;1,112;0,555;1,303;5,655;0
abc116.jpg;5;105;112,146;27,454;145,149;5,336;87,605;10,898;103,683;18,731;1,184;0,714;1,719;3,511;0
abc116.jpg;6;112;112,358;19,506;124,066;9,314;92,614;8,403;120,395;19,814;1,3;0,97;2,358;2,127;0
abc116.jpg;7;110;117,628;24,097;108,078;6,476;100,339;10,066;144,466;22,099;1,44;1,337;2,195;3,412;0
abc116.jpg;8;117;130,686;37,643;97,211;10,079;116,453;11,032;178,394;20,703;1,532;1,835;1,877;2,054;0
abc116.jpg;9;126;134,487;50,431;80,491;9,169;126,195;15,673;196,776;20,878;1,559;2,445;1,332;2,277;1
abc116.jpg;10;41;55,106;26,486;91,098;8,905;36,413;6,126;37,808;6,61;1,038;0,415;1,079;0,742;0
abc116.jpg;11;65;79,993;32,106;123,248;9,373;57,458;9,773;59,274;10,047;1,032;0,481;1,028;1,072;0
abc116.jpg;12;93;105,77;32,63;148,6;4,654;79,256;10,787;89,453;15,887;1,129;0,602;1,473;3,413;0
abc116.jpg;13;129;127,02;29,538;156,118;5,827;101,958;18,763;122,982;27,211;1,206;0,788;1,45;4,67;0
abc116.jpg;14;150;146,857;24,078;156,416;8,284;125,013;16,482;159,141;26,068;1,273;1,017;1,582;3,147;0
abc116.jpg;15;129;136,582;25,97;123,323;15,843;118,594;7,425;167,83;15,533;1,415;1,361;2,092;0,98;0
abc116.jpg;16;123;135,793;39,286;98,776;10,254;122,568;9,363;186,035;19,179;1,518;1,883;2,048;1,87;0
abc116.jpg;17;136;142,644;55,059;81,614;10,804;135,115;12,462;211,202;18,462;1,563;2,588;1,481;1,709;1
abc116.jpg;18;156;152,519;70,024;66,56;11,968;155,522;10,961;235,475;12,926;1,514;3,538;1,179;1,08;1
abc116.jpg;19;174;157,267;80,195;53,28;11,143;172,349;12,758;246,171;7,878;1,428;4,62;0,618;0,707;1
abc116.jpg;20;58;62,378;19,764;85,333;11,21;49,562;10,792;52,24;11,65;1,054;0,612;1,079;1,039;0
abc116.jpg;21;100;99,23;22,102;116,31;11,438;82,864;14,145;98,515;23,967;1,189;0,847;1,694;2,095;0
abc116.jpg;22;144;146,033;27,971;148,243;12,207;129,477;26,672;160,379;31,653;1,239;1,082;1,187;2,593;0
abc116.jpg;23;171;179,048;23,2;164,846;5,292;167,734;16,348;204,563;18,404;1,22;1,241;1,126;3,478;0
abc116.jpg;24;167;169,028;41,585;135,387;33,109;161,854;28,033;209,842;21,377;1,296;1,55;0,763;0,646;1
abc116.jpg;25;101;111,338;44,326;68,098;20,167;99,746;14,809;166,171;16,051;1,666;2,44;1,084;0,796;1
abc116.jpg;26;140;143,607;68,202;63,63;11,762;140,194;14,308;226,998;15,795;1,619;3,567;1,104;1,343;1
abc116.jpg;27;170;155,775;82,048;50,027;10,502;168,845;9,965;248,454;6,562;1,471;4,966;0,659;0,625;1
abc116.jpg;28;182;156,38;91,378;34,538;11,526;181,12;5,315;253,483;1,386;1,4;7,339;0,261;0,12;1
abc116.jpg;29;193;159,523;92,899;33,168;7,01;192,13;4,753;253,27;1,196;1,318;7,636;0,252;0,171;1
abc116.jpg;30;64;64,018;19,805;63,547;15,03;55,544;14,984;72,963;23,963;1,314;1,148;1,599;1,594;0
abc116.jpg;31;121;128,208;37,295;101,939;16,071;119,266;27,803;163,419;33,64;1,37;1,603;1,21;2,093;0
abc116.jpg;32;197;191,163;34,775;151,877;11,6;194,155;19,641;227,458;15,425;1,172;1,498;0,785;1,33;1
abc116.jpg;33;198;189,266;45,724;133,379;23,318;197,418;14,633;237,002;6,76;1,201;1,777;0,462;0,29;1
abc116.jpg;34;154;150,219;63,642;83,218;38,018;152,214;38,545;215,224;22,387;1,414;2,586;0,581;0,589;1
abc116.jpg;35;86;95,376;52,892;36,994;7,737;85,736;7,298;163,398;12,286;1,906;4,417;1,684;1,588;1
abc116.jpg;36;97;117,656;75,24;34,189;9,624;112,966;31,767;205,813;33,481;1,822;6,02;1,054;3,479;1
abc116.jpg;37;182;156,453;90,321;36,064;3,214;180,046;6,376;253,25;1,642;1,407;7,022;0,258;0,511;1
abc116.jpg;38;189;158,157;93,37;31,549;5,705;189,277;1,841;253,646;1,222;1,34;8,04;0,663;0,214;1
abc116.jpg;39;196;159,569;94,944;29,581;4,009;195,81;5,17;253,317;1,144;1,294;8,564;0,221;0,285;1
abc116.jpg;40;48;55,853;32,751;38,331;16,769;49,693;23,758;79,534;38,295;1,601;2,075;1,612;2,284;0
abc116.jpg;41;157;156,742;62,14;97,56;38,936;162,688;51,06;209,979;32,999;1,291;2,152;0,646;0,848;1
abc116.jpg;42;216;192,127;58,312;115,251;26,85;215,133;10,248;245,997;5,827;1,143;2,134;0,569;0,217;1
abc116.jpg;43;169;163,315;73,548;75,587;37,371;176,478;35,473;237,88;11,991;1,348;3,147;0,338;0,321;1
abc116.jpg;44;117;126,252;71,552;42,974;16,865;123,688;23,417;212,094;14,69;1,715;4,935;0,627;0,871;1
abc116.jpg;45;81;92,142;57,444;29,061;8,532;82,904;12,319;164,461;19,504;1,984;5,659;1,583;2,286;1
abc116.jpg;46;81;90,717;59,296;26,104;9,431;81,386;13,919;164,661;23,145;2,023;6,308;1,663;2,454;1
abc116.jpg;47;150;135,978;89,455;24,934;4,063;144,354;25,907;238,646;19,424;1,653;9,571;0,75;4,781;1
